,image,writing,gender
2646,/content/drive/MyDrive/lines folder/m02-080-02.png,2,1
2647,/content/drive/MyDrive/lines folder/m02-080-03.png,2,1
2648,/content/drive/MyDrive/lines folder/m02-080-04.png,2,1
2649,/content/drive/MyDrive/lines folder/m02-080-05.png,2,1
2650,/content/drive/MyDrive/lines folder/m02-080-06.png,2,1
2651,/content/drive/MyDrive/lines folder/m02-080-07.png,2,1
2652,/content/drive/MyDrive/lines folder/m02-080-08.png,2,1
2653,/content/drive/MyDrive/lines folder/m02-080-00.png,2,1
2654,/content/drive/MyDrive/lines folder/m02-080-09.png,2,1
2655,/content/drive/MyDrive/lines folder/m02-083-05.png,1,0
2656,/content/drive/MyDrive/lines folder/m02-083-01.png,1,0
2657,/content/drive/MyDrive/lines folder/m02-083-06.png,1,0
2658,/content/drive/MyDrive/lines folder/m02-083-00.png,1,0
2659,/content/drive/MyDrive/lines folder/m02-083-07.png,1,0
2660,/content/drive/MyDrive/lines folder/m02-083-08.png,1,0
2661,/content/drive/MyDrive/lines folder/m02-083-04.png,1,0
2662,/content/drive/MyDrive/lines folder/m02-083-02.png,1,0
2663,/content/drive/MyDrive/lines folder/m02-083-03.png,1,0
2664,/content/drive/MyDrive/lines folder/m02-083-10.png,1,0
2665,/content/drive/MyDrive/lines folder/m02-083-11.png,1,0
2666,/content/drive/MyDrive/lines folder/m02-083-09.png,1,0
2667,/content/drive/MyDrive/lines folder/m02-087-00.png,2,1
2668,/content/drive/MyDrive/lines folder/m02-087-01.png,2,1
2669,/content/drive/MyDrive/lines folder/m02-087-02.png,2,1
2670,/content/drive/MyDrive/lines folder/m02-087-04.png,2,1
2671,/content/drive/MyDrive/lines folder/m02-087-05.png,2,1
2672,/content/drive/MyDrive/lines folder/m02-087-03.png,2,1
2673,/content/drive/MyDrive/lines folder/m02-087-07.png,2,1
2674,/content/drive/MyDrive/lines folder/m02-087-06.png,2,1
2675,/content/drive/MyDrive/lines folder/m02-090-01.png,1,0
2676,/content/drive/MyDrive/lines folder/m02-090-03.png,1,0
2677,/content/drive/MyDrive/lines folder/m02-090-06.png,1,0
2678,/content/drive/MyDrive/lines folder/m02-090-00.png,1,0
2679,/content/drive/MyDrive/lines folder/m02-090-07.png,1,0
2680,/content/drive/MyDrive/lines folder/m02-090-05.png,1,0
2681,/content/drive/MyDrive/lines folder/m02-090-04.png,1,0
2682,/content/drive/MyDrive/lines folder/m02-090-02.png,1,0
2683,/content/drive/MyDrive/lines folder/m02-090-10.png,1,0
2684,/content/drive/MyDrive/lines folder/m02-090-09.png,1,0
2685,/content/drive/MyDrive/lines folder/m02-090-08.png,1,0
2686,/content/drive/MyDrive/lines folder/m02-095-01.png,0,0
2687,/content/drive/MyDrive/lines folder/m02-095-02.png,0,0
2688,/content/drive/MyDrive/lines folder/m02-095-00.png,0,0
2689,/content/drive/MyDrive/lines folder/m02-095-04.png,0,0
2690,/content/drive/MyDrive/lines folder/m02-095-05.png,0,0
2691,/content/drive/MyDrive/lines folder/m02-095-06.png,0,0
2692,/content/drive/MyDrive/lines folder/m02-095-07.png,0,0
2693,/content/drive/MyDrive/lines folder/m02-095-03.png,0,0
2694,/content/drive/MyDrive/lines folder/m02-095-09.png,0,0
2695,/content/drive/MyDrive/lines folder/m02-095-08.png,0,0
2696,/content/drive/MyDrive/lines folder/m02-102-00.png,2,1
2697,/content/drive/MyDrive/lines folder/m02-102-02.png,2,1
2698,/content/drive/MyDrive/lines folder/m02-102-03.png,2,1
2699,/content/drive/MyDrive/lines folder/m02-102-04.png,2,1
2700,/content/drive/MyDrive/lines folder/m02-102-08.png,2,1
2701,/content/drive/MyDrive/lines folder/m02-102-10.png,2,1
2702,/content/drive/MyDrive/lines folder/m02-102-07.png,2,1
2703,/content/drive/MyDrive/lines folder/m02-102-06.png,2,1
2704,/content/drive/MyDrive/lines folder/m02-102-01.png,2,1
2705,/content/drive/MyDrive/lines folder/m02-102-09.png,2,1
2706,/content/drive/MyDrive/lines folder/m02-102-05.png,2,1
2707,/content/drive/MyDrive/lines folder/m02-106-02.png,2,1
2708,/content/drive/MyDrive/lines folder/m02-106-00.png,2,1
2709,/content/drive/MyDrive/lines folder/m02-106-03.png,2,1
2710,/content/drive/MyDrive/lines folder/m02-106-04.png,2,1
2711,/content/drive/MyDrive/lines folder/m02-106-05.png,2,1
2712,/content/drive/MyDrive/lines folder/m02-106-06.png,2,1
2713,/content/drive/MyDrive/lines folder/m02-106-01.png,2,1
2714,/content/drive/MyDrive/lines folder/m02-106-08.png,2,1
2715,/content/drive/MyDrive/lines folder/m02-106-07.png,2,1
2716,/content/drive/MyDrive/lines folder/m02-106-09.png,2,1
2717,/content/drive/MyDrive/lines folder/m02-109-00.png,2,1
2718,/content/drive/MyDrive/lines folder/m02-109-05.png,2,1
2719,/content/drive/MyDrive/lines folder/m02-109-06.png,2,1
2720,/content/drive/MyDrive/lines folder/m02-109-07.png,2,1
2721,/content/drive/MyDrive/lines folder/m02-109-04.png,2,1
2722,/content/drive/MyDrive/lines folder/m02-109-01.png,2,1
2723,/content/drive/MyDrive/lines folder/m02-109-02.png,2,1
2724,/content/drive/MyDrive/lines folder/m02-109-08.png,2,1
2725,/content/drive/MyDrive/lines folder/m02-109-03.png,2,1
2726,/content/drive/MyDrive/lines folder/m02-112-01.png,2,1
2727,/content/drive/MyDrive/lines folder/m02-112-02.png,2,1
2728,/content/drive/MyDrive/lines folder/m02-112-03.png,2,1
2729,/content/drive/MyDrive/lines folder/m02-112-05.png,2,1
2730,/content/drive/MyDrive/lines folder/m02-112-00.png,2,1
2731,/content/drive/MyDrive/lines folder/m02-112-04.png,2,1
2732,/content/drive/MyDrive/lines folder/m03-006-01.png,0,0
2733,/content/drive/MyDrive/lines folder/m03-006-02.png,0,0
2734,/content/drive/MyDrive/lines folder/m03-006-00.png,0,0
2735,/content/drive/MyDrive/lines folder/m03-006-05.png,0,0
2736,/content/drive/MyDrive/lines folder/m03-006-03.png,0,0
2737,/content/drive/MyDrive/lines folder/m03-006-04.png,0,0
2738,/content/drive/MyDrive/lines folder/m03-006-07.png,0,0
2739,/content/drive/MyDrive/lines folder/m03-006-08.png,0,0
2740,/content/drive/MyDrive/lines folder/m03-006-09.png,0,0
2741,/content/drive/MyDrive/lines folder/m03-006-06.png,0,0
2742,/content/drive/MyDrive/lines folder/m03-013-01.png,0,0
2743,/content/drive/MyDrive/lines folder/m03-013-02.png,0,0
2744,/content/drive/MyDrive/lines folder/m03-013-00.png,0,0
2745,/content/drive/MyDrive/lines folder/m03-013-05.png,0,0
2746,/content/drive/MyDrive/lines folder/m03-013-06.png,0,0
2747,/content/drive/MyDrive/lines folder/m03-013-04.png,0,0
2748,/content/drive/MyDrive/lines folder/m03-013-03.png,0,0
2749,/content/drive/MyDrive/lines folder/m03-020-01.png,0,0
2750,/content/drive/MyDrive/lines folder/m03-020-02.png,0,0
2751,/content/drive/MyDrive/lines folder/m03-020-05.png,0,0
2752,/content/drive/MyDrive/lines folder/m03-020-04.png,0,0
2753,/content/drive/MyDrive/lines folder/m03-020-00.png,0,0
2754,/content/drive/MyDrive/lines folder/m03-020-03.png,0,0
2755,/content/drive/MyDrive/lines folder/m03-033-01.png,3,1
2756,/content/drive/MyDrive/lines folder/m03-033-00.png,3,1
2757,/content/drive/MyDrive/lines folder/m03-033-05.png,3,1
2758,/content/drive/MyDrive/lines folder/m03-033-04.png,3,1
2759,/content/drive/MyDrive/lines folder/m03-033-03.png,3,1
2760,/content/drive/MyDrive/lines folder/m03-033-02.png,3,1
2761,/content/drive/MyDrive/lines folder/m03-033-06.png,3,1
2762,/content/drive/MyDrive/lines folder/m03-033-07.png,3,1
2763,/content/drive/MyDrive/lines folder/m03-062-01.png,0,0
2764,/content/drive/MyDrive/lines folder/m03-062-02.png,0,0
2765,/content/drive/MyDrive/lines folder/m03-062-03.png,0,0
2766,/content/drive/MyDrive/lines folder/m03-062-04.png,0,0
2767,/content/drive/MyDrive/lines folder/m03-062-05.png,0,0
2768,/content/drive/MyDrive/lines folder/m03-062-06.png,0,0
2769,/content/drive/MyDrive/lines folder/m03-062-07.png,0,0
2770,/content/drive/MyDrive/lines folder/m03-062-08.png,0,0
2771,/content/drive/MyDrive/lines folder/m03-062-00.png,0,0
2772,/content/drive/MyDrive/lines folder/m03-095-06.png,0,0
2773,/content/drive/MyDrive/lines folder/m03-095-07.png,0,0
2774,/content/drive/MyDrive/lines folder/m03-095-03.png,0,0
2775,/content/drive/MyDrive/lines folder/m03-095-00.png,0,0
2776,/content/drive/MyDrive/lines folder/m03-095-01.png,0,0
2777,/content/drive/MyDrive/lines folder/m03-095-02.png,0,0
2778,/content/drive/MyDrive/lines folder/m03-095-08.png,0,0
2779,/content/drive/MyDrive/lines folder/m03-095-05.png,0,0
2780,/content/drive/MyDrive/lines folder/m03-095-04.png,0,0
2781,/content/drive/MyDrive/lines folder/m03-110-03.png,2,1
2782,/content/drive/MyDrive/lines folder/m03-110-02.png,2,1
2783,/content/drive/MyDrive/lines folder/m03-110-05.png,2,1
2784,/content/drive/MyDrive/lines folder/m03-110-06.png,2,1
2785,/content/drive/MyDrive/lines folder/m03-110-04.png,2,1
2786,/content/drive/MyDrive/lines folder/m03-110-01.png,2,1
2787,/content/drive/MyDrive/lines folder/m03-110-00.png,2,1
2788,/content/drive/MyDrive/lines folder/m03-110-08.png,2,1
2789,/content/drive/MyDrive/lines folder/m03-110-09.png,2,1
2790,/content/drive/MyDrive/lines folder/m03-110-07.png,2,1
2791,/content/drive/MyDrive/lines folder/m03-114-00.png,2,1
2792,/content/drive/MyDrive/lines folder/m03-114-07.png,2,1
2793,/content/drive/MyDrive/lines folder/m03-114-08.png,2,1
2794,/content/drive/MyDrive/lines folder/m03-114-09.png,2,1
2795,/content/drive/MyDrive/lines folder/m03-114-01.png,2,1
2796,/content/drive/MyDrive/lines folder/m03-114-06.png,2,1
2797,/content/drive/MyDrive/lines folder/m03-114-03.png,2,1
2798,/content/drive/MyDrive/lines folder/m03-114-05.png,2,1
2799,/content/drive/MyDrive/lines folder/m03-114-02.png,2,1
2800,/content/drive/MyDrive/lines folder/m03-114-04.png,2,1
2801,/content/drive/MyDrive/lines folder/m03-118-02.png,3,1
2802,/content/drive/MyDrive/lines folder/m03-118-01.png,3,1
2803,/content/drive/MyDrive/lines folder/m03-118-04.png,3,1
2804,/content/drive/MyDrive/lines folder/m03-118-03.png,3,1
2805,/content/drive/MyDrive/lines folder/m03-118-00.png,3,1
2806,/content/drive/MyDrive/lines folder/m03-118-05.png,3,1
2807,/content/drive/MyDrive/lines folder/m04-000-04.png,0,0
2808,/content/drive/MyDrive/lines folder/m04-000-05.png,0,0
2809,/content/drive/MyDrive/lines folder/m04-000-06.png,0,0
2810,/content/drive/MyDrive/lines folder/m04-000-07.png,0,0
2811,/content/drive/MyDrive/lines folder/m04-000-00.png,0,0
2812,/content/drive/MyDrive/lines folder/m04-000-03.png,0,0
2813,/content/drive/MyDrive/lines folder/m04-000-02.png,0,0
2814,/content/drive/MyDrive/lines folder/m04-000-01.png,0,0
2815,/content/drive/MyDrive/lines folder/m04-007-01.png,0,0
2816,/content/drive/MyDrive/lines folder/m04-007-02.png,0,0
2817,/content/drive/MyDrive/lines folder/m04-007-03.png,0,0
2818,/content/drive/MyDrive/lines folder/m04-007-00.png,0,0
2819,/content/drive/MyDrive/lines folder/m04-007-04.png,0,0
2820,/content/drive/MyDrive/lines folder/m04-007-09.png,0,0
2821,/content/drive/MyDrive/lines folder/m04-007-06.png,0,0
2822,/content/drive/MyDrive/lines folder/m04-007-05.png,0,0
2823,/content/drive/MyDrive/lines folder/m04-007-07.png,0,0
2824,/content/drive/MyDrive/lines folder/m04-007-08.png,0,0
2825,/content/drive/MyDrive/lines folder/m04-012-01.png,0,0
2826,/content/drive/MyDrive/lines folder/m04-012-05.png,0,0
2827,/content/drive/MyDrive/lines folder/m04-012-00.png,0,0
2828,/content/drive/MyDrive/lines folder/m04-012-03.png,0,0
2829,/content/drive/MyDrive/lines folder/m04-012-02.png,0,0
2830,/content/drive/MyDrive/lines folder/m04-012-04.png,0,0
2831,/content/drive/MyDrive/lines folder/m04-012-06.png,0,0
2832,/content/drive/MyDrive/lines folder/m04-012-08.png,0,0
2833,/content/drive/MyDrive/lines folder/m04-012-07.png,0,0
2834,/content/drive/MyDrive/lines folder/m04-012-09.png,0,0
2835,/content/drive/MyDrive/lines folder/m04-019-05.png,0,0
2836,/content/drive/MyDrive/lines folder/m04-019-06.png,0,0
2837,/content/drive/MyDrive/lines folder/m04-019-07.png,0,0
2838,/content/drive/MyDrive/lines folder/m04-019-04.png,0,0
2839,/content/drive/MyDrive/lines folder/m04-019-00.png,0,0
2840,/content/drive/MyDrive/lines folder/m04-019-03.png,0,0
2841,/content/drive/MyDrive/lines folder/m04-019-02.png,0,0
2842,/content/drive/MyDrive/lines folder/m04-019-01.png,0,0
2843,/content/drive/MyDrive/lines folder/m04-024-05.png,0,0
2844,/content/drive/MyDrive/lines folder/m04-024-06.png,0,0
2845,/content/drive/MyDrive/lines folder/m04-024-07.png,0,0
2846,/content/drive/MyDrive/lines folder/m04-024-01.png,0,0
2847,/content/drive/MyDrive/lines folder/m04-024-00.png,0,0
2848,/content/drive/MyDrive/lines folder/m04-024-02.png,0,0
2849,/content/drive/MyDrive/lines folder/m04-024-04.png,0,0
2850,/content/drive/MyDrive/lines folder/m04-024-03.png,0,0
2851,/content/drive/MyDrive/lines folder/m04-030-02.png,2,1
2852,/content/drive/MyDrive/lines folder/m04-030-03.png,2,1
2853,/content/drive/MyDrive/lines folder/m04-030-01.png,2,1
2854,/content/drive/MyDrive/lines folder/m04-030-04.png,2,1
2855,/content/drive/MyDrive/lines folder/m04-030-00.png,2,1
2856,/content/drive/MyDrive/lines folder/m04-038-00.png,2,1
2857,/content/drive/MyDrive/lines folder/m04-038-02.png,2,1
2858,/content/drive/MyDrive/lines folder/m04-038-03.png,2,1
2859,/content/drive/MyDrive/lines folder/m04-038-01.png,2,1
2860,/content/drive/MyDrive/lines folder/m04-038-04.png,2,1
2861,/content/drive/MyDrive/lines folder/m04-038-05.png,2,1
2862,/content/drive/MyDrive/lines folder/m04-043-03.png,2,1
2863,/content/drive/MyDrive/lines folder/m04-043-02.png,2,1
2864,/content/drive/MyDrive/lines folder/m04-043-01.png,2,1
2865,/content/drive/MyDrive/lines folder/m04-043-04.png,2,1
2866,/content/drive/MyDrive/lines folder/m04-043-00.png,2,1
2867,/content/drive/MyDrive/lines folder/m04-061-03.png,2,1
2868,/content/drive/MyDrive/lines folder/m04-061-04.png,2,1
2869,/content/drive/MyDrive/lines folder/m04-061-00.png,2,1
2870,/content/drive/MyDrive/lines folder/m04-061-01.png,2,1
2871,/content/drive/MyDrive/lines folder/m04-061-02.png,2,1
2872,/content/drive/MyDrive/lines folder/m04-072-01.png,0,0
2873,/content/drive/MyDrive/lines folder/m04-072-02.png,0,0
2874,/content/drive/MyDrive/lines folder/m04-072-03.png,0,0
2875,/content/drive/MyDrive/lines folder/m04-072-04.png,0,0
2876,/content/drive/MyDrive/lines folder/m04-072-00.png,0,0
2877,/content/drive/MyDrive/lines folder/m04-072-05.png,0,0
2878,/content/drive/MyDrive/lines folder/m04-072-09.png,0,0
2879,/content/drive/MyDrive/lines folder/m04-072-10.png,0,0
2880,/content/drive/MyDrive/lines folder/m04-072-08.png,0,0
2881,/content/drive/MyDrive/lines folder/m04-072-06.png,0,0
2882,/content/drive/MyDrive/lines folder/m04-072-07.png,0,0
2883,/content/drive/MyDrive/lines folder/m04-078-03.png,0,0
2884,/content/drive/MyDrive/lines folder/m04-078-04.png,0,0
2885,/content/drive/MyDrive/lines folder/m04-078-05.png,0,0
2886,/content/drive/MyDrive/lines folder/m04-078-06.png,0,0
2887,/content/drive/MyDrive/lines folder/m04-078-07.png,0,0
2888,/content/drive/MyDrive/lines folder/m04-078-01.png,0,0
2889,/content/drive/MyDrive/lines folder/m04-078-00.png,0,0
2890,/content/drive/MyDrive/lines folder/m04-078-02.png,0,0
2891,/content/drive/MyDrive/lines folder/m04-081-04.png,0,0
2892,/content/drive/MyDrive/lines folder/m04-081-05.png,0,0
2893,/content/drive/MyDrive/lines folder/m04-081-06.png,0,0
2894,/content/drive/MyDrive/lines folder/m04-081-07.png,0,0
2895,/content/drive/MyDrive/lines folder/m04-081-08.png,0,0
2896,/content/drive/MyDrive/lines folder/m04-081-09.png,0,0
2897,/content/drive/MyDrive/lines folder/m04-081-00.png,0,0
2898,/content/drive/MyDrive/lines folder/m04-081-01.png,0,0
2899,/content/drive/MyDrive/lines folder/m04-081-02.png,0,0
2900,/content/drive/MyDrive/lines folder/m04-081-03.png,0,0
2901,/content/drive/MyDrive/lines folder/m04-081-10.png,0,0
2902,/content/drive/MyDrive/lines folder/m04-093-02.png,0,0
2903,/content/drive/MyDrive/lines folder/m04-093-03.png,0,0
2904,/content/drive/MyDrive/lines folder/m04-093-04.png,0,0
2905,/content/drive/MyDrive/lines folder/m04-093-05.png,0,0
2906,/content/drive/MyDrive/lines folder/m04-093-06.png,0,0
2907,/content/drive/MyDrive/lines folder/m04-093-07.png,0,0
2908,/content/drive/MyDrive/lines folder/m04-093-08.png,0,0
2909,/content/drive/MyDrive/lines folder/m04-093-00.png,0,0
2910,/content/drive/MyDrive/lines folder/m04-093-09.png,0,0
2911,/content/drive/MyDrive/lines folder/m04-093-01.png,0,0
2912,/content/drive/MyDrive/lines folder/m04-100-02.png,0,0
2913,/content/drive/MyDrive/lines folder/m04-100-00.png,0,0
2914,/content/drive/MyDrive/lines folder/m04-100-03.png,0,0
2915,/content/drive/MyDrive/lines folder/m04-100-01.png,0,0
2916,/content/drive/MyDrive/lines folder/m04-100-05.png,0,0
2917,/content/drive/MyDrive/lines folder/m04-100-06.png,0,0
2918,/content/drive/MyDrive/lines folder/m04-100-07.png,0,0
2919,/content/drive/MyDrive/lines folder/m04-100-04.png,0,0
2920,/content/drive/MyDrive/lines folder/m04-107-01.png,2,1
2921,/content/drive/MyDrive/lines folder/m04-107-03.png,2,1
2922,/content/drive/MyDrive/lines folder/m04-107-00.png,2,1
2923,/content/drive/MyDrive/lines folder/m04-107-04.png,2,1
2924,/content/drive/MyDrive/lines folder/m04-107-02.png,2,1
2925,/content/drive/MyDrive/lines folder/m04-107-10.png,2,1
2926,/content/drive/MyDrive/lines folder/m04-107-09.png,2,1
2927,/content/drive/MyDrive/lines folder/m04-107-06.png,2,1
2928,/content/drive/MyDrive/lines folder/m04-107-07.png,2,1
2929,/content/drive/MyDrive/lines folder/m04-107-05.png,2,1
2930,/content/drive/MyDrive/lines folder/m04-107-08.png,2,1
2931,/content/drive/MyDrive/lines folder/m04-113-00.png,2,1
2932,/content/drive/MyDrive/lines folder/m04-113-01.png,2,1
2933,/content/drive/MyDrive/lines folder/m04-113-02.png,2,1
2934,/content/drive/MyDrive/lines folder/m04-113-05.png,2,1
2935,/content/drive/MyDrive/lines folder/m04-113-06.png,2,1
2936,/content/drive/MyDrive/lines folder/m04-113-07.png,2,1
2937,/content/drive/MyDrive/lines folder/m04-113-08.png,2,1
2938,/content/drive/MyDrive/lines folder/m04-113-09.png,2,1
2939,/content/drive/MyDrive/lines folder/m04-113-04.png,2,1
2940,/content/drive/MyDrive/lines folder/m04-113-03.png,2,1
2941,/content/drive/MyDrive/lines folder/m04-113-10.png,2,1
2942,/content/drive/MyDrive/lines folder/m04-123-05.png,2,1
2943,/content/drive/MyDrive/lines folder/m04-123-06.png,2,1
2944,/content/drive/MyDrive/lines folder/m04-123-07.png,2,1
2945,/content/drive/MyDrive/lines folder/m04-123-09.png,2,1
2946,/content/drive/MyDrive/lines folder/m04-123-02.png,2,1
2947,/content/drive/MyDrive/lines folder/m04-123-00.png,2,1
2948,/content/drive/MyDrive/lines folder/m04-123-10.png,2,1
2949,/content/drive/MyDrive/lines folder/m04-123-03.png,2,1
2950,/content/drive/MyDrive/lines folder/m04-123-04.png,2,1
2951,/content/drive/MyDrive/lines folder/m04-123-01.png,2,1
2952,/content/drive/MyDrive/lines folder/m04-123-08.png,2,1
2953,/content/drive/MyDrive/lines folder/m04-131-02.png,2,1
2954,/content/drive/MyDrive/lines folder/m04-131-03.png,2,1
2955,/content/drive/MyDrive/lines folder/m04-131-06.png,2,1
2956,/content/drive/MyDrive/lines folder/m04-131-01.png,2,1
2957,/content/drive/MyDrive/lines folder/m04-131-05.png,2,1
2958,/content/drive/MyDrive/lines folder/m04-131-00.png,2,1
2959,/content/drive/MyDrive/lines folder/m04-131-04.png,2,1
2960,/content/drive/MyDrive/lines folder/m04-131-07.png,2,1
2961,/content/drive/MyDrive/lines folder/m04-131-08.png,2,1
2962,/content/drive/MyDrive/lines folder/m04-138-03.png,2,1
2963,/content/drive/MyDrive/lines folder/m04-138-04.png,2,1
2964,/content/drive/MyDrive/lines folder/m04-138-01.png,2,1
2965,/content/drive/MyDrive/lines folder/m04-138-02.png,2,1
2966,/content/drive/MyDrive/lines folder/m04-138-05.png,2,1
2967,/content/drive/MyDrive/lines folder/m04-138-06.png,2,1
2968,/content/drive/MyDrive/lines folder/m04-138-07.png,2,1
2969,/content/drive/MyDrive/lines folder/m04-138-00.png,2,1
2970,/content/drive/MyDrive/lines folder/m04-138-08.png,2,1
2971,/content/drive/MyDrive/lines folder/m04-138-09.png,2,1
2972,/content/drive/MyDrive/lines folder/m04-145-04.png,0,0
2973,/content/drive/MyDrive/lines folder/m04-145-05.png,0,0
2974,/content/drive/MyDrive/lines folder/m04-145-00.png,0,0
2975,/content/drive/MyDrive/lines folder/m04-145-06.png,0,0
2976,/content/drive/MyDrive/lines folder/m04-145-01.png,0,0
2977,/content/drive/MyDrive/lines folder/m04-145-07.png,0,0
2978,/content/drive/MyDrive/lines folder/m04-145-02.png,0,0
2979,/content/drive/MyDrive/lines folder/m04-145-03.png,0,0
2980,/content/drive/MyDrive/lines folder/m04-152-03.png,0,0
2981,/content/drive/MyDrive/lines folder/m04-152-04.png,0,0
2982,/content/drive/MyDrive/lines folder/m04-152-05.png,0,0
2983,/content/drive/MyDrive/lines folder/m04-152-06.png,0,0
2984,/content/drive/MyDrive/lines folder/m04-152-01.png,0,0
2985,/content/drive/MyDrive/lines folder/m04-152-02.png,0,0
2986,/content/drive/MyDrive/lines folder/m04-152-00.png,0,0
2987,/content/drive/MyDrive/lines folder/m04-152-07.png,0,0
2988,/content/drive/MyDrive/lines folder/m04-164-02.png,0,0
2989,/content/drive/MyDrive/lines folder/m04-164-03.png,0,0
2990,/content/drive/MyDrive/lines folder/m04-164-04.png,0,0
2991,/content/drive/MyDrive/lines folder/m04-164-05.png,0,0
2992,/content/drive/MyDrive/lines folder/m04-164-01.png,0,0
2993,/content/drive/MyDrive/lines folder/m04-164-07.png,0,0
2994,/content/drive/MyDrive/lines folder/m04-164-06.png,0,0
2995,/content/drive/MyDrive/lines folder/m04-164-00.png,0,0
2996,/content/drive/MyDrive/lines folder/m04-180-05.png,0,0
2997,/content/drive/MyDrive/lines folder/m04-180-00.png,0,0
2998,/content/drive/MyDrive/lines folder/m04-180-03.png,0,0
2999,/content/drive/MyDrive/lines folder/m04-180-02.png,0,0
3000,/content/drive/MyDrive/lines folder/j04-053-03.png,0,0
3001,/content/drive/MyDrive/lines folder/j04-053-06.png,0,0
3002,/content/drive/MyDrive/lines folder/j04-053-00.png,0,0
3003,/content/drive/MyDrive/lines folder/j04-053-04.png,0,0
3004,/content/drive/MyDrive/lines folder/j04-053-05.png,0,0
3005,/content/drive/MyDrive/lines folder/j04-061-05.png,2,1
3006,/content/drive/MyDrive/lines folder/j04-061-04.png,2,1
3007,/content/drive/MyDrive/lines folder/j04-061-03.png,2,1
3008,/content/drive/MyDrive/lines folder/j04-061-02.png,2,1
3009,/content/drive/MyDrive/lines folder/j04-061-00.png,2,1
3010,/content/drive/MyDrive/lines folder/j04-061-06.png,2,1
3011,/content/drive/MyDrive/lines folder/j04-061-01.png,2,1
3012,/content/drive/MyDrive/lines folder/j04-065-05.png,2,1
3013,/content/drive/MyDrive/lines folder/j04-065-06.png,2,1
3014,/content/drive/MyDrive/lines folder/j04-065-07.png,2,1
3015,/content/drive/MyDrive/lines folder/j04-065-08.png,2,1
3016,/content/drive/MyDrive/lines folder/j04-065-01.png,2,1
3017,/content/drive/MyDrive/lines folder/j04-065-03.png,2,1
3018,/content/drive/MyDrive/lines folder/j04-065-02.png,2,1
3019,/content/drive/MyDrive/lines folder/j04-065-04.png,2,1
3020,/content/drive/MyDrive/lines folder/j04-065-00.png,2,1
3021,/content/drive/MyDrive/lines folder/j04-070-04.png,0,0
3022,/content/drive/MyDrive/lines folder/j04-070-05.png,0,0
3023,/content/drive/MyDrive/lines folder/j04-070-06.png,0,0
3024,/content/drive/MyDrive/lines folder/j04-070-07.png,0,0
3025,/content/drive/MyDrive/lines folder/j04-070-08.png,0,0
3026,/content/drive/MyDrive/lines folder/j04-070-10.png,0,0
3027,/content/drive/MyDrive/lines folder/j04-070-01.png,0,0
3028,/content/drive/MyDrive/lines folder/j04-070-09.png,0,0
3029,/content/drive/MyDrive/lines folder/j04-070-00.png,0,0
3030,/content/drive/MyDrive/lines folder/j04-070-03.png,0,0
3031,/content/drive/MyDrive/lines folder/j04-070-02.png,0,0
3032,/content/drive/MyDrive/lines folder/j04-076-04.png,0,0
3033,/content/drive/MyDrive/lines folder/j04-076-05.png,0,0
3034,/content/drive/MyDrive/lines folder/j04-076-03.png,0,0
3035,/content/drive/MyDrive/lines folder/j04-076-02.png,0,0
3036,/content/drive/MyDrive/lines folder/j04-076-00.png,0,0
3037,/content/drive/MyDrive/lines folder/j04-076-01.png,0,0
3038,/content/drive/MyDrive/lines folder/j04-080-01.png,0,0
3039,/content/drive/MyDrive/lines folder/j04-080-02.png,0,0
3040,/content/drive/MyDrive/lines folder/j04-080-06.png,0,0
3041,/content/drive/MyDrive/lines folder/j04-080-07.png,0,0
3042,/content/drive/MyDrive/lines folder/j04-080-00.png,0,0
3043,/content/drive/MyDrive/lines folder/j04-080-08.png,0,0
3044,/content/drive/MyDrive/lines folder/j04-080-04.png,0,0
3045,/content/drive/MyDrive/lines folder/j04-080-03.png,0,0
3046,/content/drive/MyDrive/lines folder/j04-080-05.png,0,0
3047,/content/drive/MyDrive/lines folder/j04-094-06.png,0,0
3048,/content/drive/MyDrive/lines folder/j04-094-08.png,0,0
3049,/content/drive/MyDrive/lines folder/j04-094-07.png,0,0
3050,/content/drive/MyDrive/lines folder/j04-094-03.png,0,0
3051,/content/drive/MyDrive/lines folder/j04-094-00.png,0,0
3052,/content/drive/MyDrive/lines folder/j04-094-05.png,0,0
3053,/content/drive/MyDrive/lines folder/j04-094-02.png,0,0
3054,/content/drive/MyDrive/lines folder/j04-094-01.png,0,0
3055,/content/drive/MyDrive/lines folder/j04-094-04.png,0,0
3056,/content/drive/MyDrive/lines folder/j04-098-06.png,2,1
3057,/content/drive/MyDrive/lines folder/j04-098-07.png,2,1
3058,/content/drive/MyDrive/lines folder/j04-098-08.png,2,1
3059,/content/drive/MyDrive/lines folder/j04-098-09.png,2,1
3060,/content/drive/MyDrive/lines folder/j04-098-00.png,2,1
3061,/content/drive/MyDrive/lines folder/j04-098-01.png,2,1
3062,/content/drive/MyDrive/lines folder/j04-098-03.png,2,1
3063,/content/drive/MyDrive/lines folder/j04-098-10.png,2,1
3064,/content/drive/MyDrive/lines folder/j04-098-05.png,2,1
3065,/content/drive/MyDrive/lines folder/j04-098-04.png,2,1
3066,/content/drive/MyDrive/lines folder/j04-098-02.png,2,1
3067,/content/drive/MyDrive/lines folder/j04-103-03.png,2,1
3068,/content/drive/MyDrive/lines folder/j04-103-04.png,2,1
